275,1,Grapholita molesta,Field,32.2,7.2,,,,79.4,215,212.8,507.2,535,,no access,"California, USA; Michigan, USA",41.13530335,-102.7885526,8.0449553,9.323518,,Apple and Peach,N,Tree,NA,Rosaceae,NA,"The output of an extension timing model (given the acronym PETE, predictive extension timing estimator) for Cydia molesta (Busck) (Grapholita molesta), a severe pest of peach and apple, was within about 30 plus or minus 46 day-degrees or 1.4 plus or minus 2 days of predicting 50% adult activity, which was measured by pheromone trap catches of the spring and first summer generations in both apple orchards in Michigan in 1971-78 and peach orchards in California in 1972-78. In subsequent summer generations, the model output was less reliable.","Croft, B. A., M. F. Michels, and R. E. Rice",1980,Validation of a PETE timing model for the oriental fruit moth in Michigan and central California (Lepidoptera: Olethreutidae).,Great Lakes Entomol.,13,211-217,Lepidoptera,Tortricidae,Grapholita,molesta,13,Wingspan,Averaged:10-16,https://www.cabidigitallibrary.org/doi/10.1079/cabicompendium.29904,18,wood,N,Y, https://www.cabidigitallibrary.org/doi/10.1079/cabicompendium.29904,1,Included
276,1,Grapholita prunivora,Lab,NA,8.5,8.5,,,,,,,,,,"Washington, USA",38.89379915,-77.01458045,0.204337699999996,0.210428899999997,E,Apple,N,Tree,Malus,Rosaceae,Fruit,"The development of the lesser appleworm, Grapholita prunivora (Walsh), was studied using immature apples as the food source. Degree-hour developmental rates for all life stages were calculated. Developmental rates in degree-hours at 25+C for the eggs, four instars, pupae, and adults were 1,503 (4 d), first larval ecdysis 1,109 (3 d posthatch), second larval ecdysis 1,941 (5 d posthatch), third larval ecdysis 3,186 (8 d posthatch), pupation 5,196 (13 d posthatch), and adult 8,925 (22 d posthatch), respectively. It was determined that 8.5+C was the lower thermal threshold for development of lesser appleworm eggs. Comparisons of growth, survival, and reproduction were made between two different laboratory populations, the wild type and a golden color sport (strain).","Neven, L. G., Mantey, K. D.",2004,Biology and Development of the Wild and Golden Sport of Grapholita prunivora (Lepidoptera: Tortricidae),Environmental Entomology,33,506���512,Lepidoptera,Tortricidae,Grapholita,prunivora,4.75,ForeWing,Averaged:4-5.5,https://idtools.org/id/leps/tortai/Grapholita_prunivora.htm,6,wood,N,Y,"https://www.cabidigitallibrary.org/doi/10.1079/cabicompendium.29907#:~:text=Plum%2C%20apple%20and%20cherry%20fruit,of%20apricot%2C%20pear%20and%20peach.",1,Included
277,6,Grapholitha molesta,Lab,NA,,,,9.5,,,,,,,Unpublished data,North Macedonia,41.6131912,21.74347665,1.5214264,2.5811487,,NA,NA,NA,NA,NA,NA,"A 3-parameter Boltzman and a 4-parameter Logistic non-linear regression model were constructed to simulate the emergences and seasonal dynamics of the major moth pest complex of peach including Anarsia lineatella (Lepidoptera: Gelechiidae), Grapholitha (Cydia) molesta (Lepidoptera: Tortricidae) and Adoxophyes orana (Lepidoptera: Tortricidae). Model development used 4 yr (2004–2007) climatic data and field observations in peach orchards located in two separate regions in northern Greece. Model performance was evaluated by using the Adjusted r2 and the Akaike and Bayes-Schwartz information criteria. Applied models had a very high prediction capability in most of the cases. The Akaike and Bayes–Schwartz information values of the 4-parameter Logistic model provided better estimates in most data sets. According to the Logistic equation, 50% of the cumulative number of male moths for the 1st, 2nd and 3rd generations of A. lineatella occurred at 151, 785 and 1513 degree-days respectively, for G. molesta at 654, 785 and 1251, and for A. orana at 406, 1260 and 2141 degree-days (Biofix: 1st March in all cases). In addition, a simplified theoretical degree-day model adjustment was attempted to generate simultaneously a multispecies moth phonological model for the above species, in order to outline perspectives in Integrated Pest management (IPM). The unique proposed model revealed differences in the phenology of the three species, and can simplify calculations and recommendations to pest control advisors, based on a common base temperature and biofix.","Damos, P. T., and Savopoulou-Soultani, M.",2010,Development and statistical evaluation of models in forecasting moth phenology of major lepidopterous peach pest complex for integrated pest management programs,Crop Protection,29.1,1190-1199,Lepidoptera,Tortricidae,Grapholita,molesta,13,Wingspan,Averaged:10-16,https://www.cabidigitallibrary.org/doi/full/10.1079/cabicompendium.29904,14,wood,N,Y,https://www.cabidigitallibrary.org/doi/full/10.1079/cabicompendium.29904#sec-9,0,Included
278,6,Grapholitha molesta,Field,NA,,,,,,,,,967.5667,,"Threshold used: 9.5; three genreations/year: first 426.2, sec 992.5, third 1484","Veria, Greece; Velvendo, Greece",40.36656225,22.119334375,0.217479399999998,0.278475549999998,,Peach,N,Tree,Prunus,Rosaceae,NA,"A 3-parameter Boltzman and a 4-parameter Logistic non-linear regression model were constructed to simulate the emergences and seasonal dynamics of the major moth pest complex of peach including Anarsia lineatella (Lepidoptera: Gelechiidae), Grapholitha (Cydia) molesta (Lepidoptera: Tortricidae) and Adoxophyes orana (Lepidoptera: Tortricidae). Model development used 4 yr (2004–2007) climatic data and field observations in peach orchards located in two separate regions in northern Greece. Model performance was evaluated by using the Adjusted r2 and the Akaike and Bayes-Schwartz information criteria. Applied models had a very high prediction capability in most of the cases. The Akaike and Bayes–Schwartz information values of the 4-parameter Logistic model provided better estimates in most data sets. According to the Logistic equation, 50% of the cumulative number of male moths for the 1st, 2nd and 3rd generations of A. lineatella occurred at 151, 785 and 1513 degree-days respectively, for G. molesta at 654, 785 and 1251, and for A. orana at 406, 1260 and 2141 degree-days (Biofix: 1st March in all cases). In addition, a simplified theoretical degree-day model adjustment was attempted to generate simultaneously a multispecies moth phonological model for the above species, in order to outline perspectives in Integrated Pest management (IPM). The unique proposed model revealed differences in the phenology of the three species, and can simplify calculations and recommendations to pest control advisors, based on a common base temperature and biofix.","Damos, P. T., and Savopoulou-Soultani, M.",2010,Development and statistical evaluation of models in forecasting moth phenology of major lepidopterous peach pest complex for integrated pest management programs,Crop Protection,29.1,1190-1199,Lepidoptera,Tortricidae,Grapholita,molesta,13,Wingspan,Averaged:10-16,https://www.cabidigitallibrary.org/doi/full/10.1079/cabicompendium.29904,14,wood,N,Y,https://www.cabidigitallibrary.org/doi/full/10.1079/cabicompendium.29904#sec-9,0,Included
279,1,Graphosoma lineatum,Lab,NA,14.9,14.9,17.3,,,,,,325,,"Main text not English, cannot translate",Belarus,53.7174674,27.9705561,4.909562,9.5844496,,NA,NA,NA,NA,NA,NA,"Influence of constant temperatures on immature stages and period of maturation in Graphosoma lineatum from Belgorod, Russia, was studied. The developmental rate of eggs in the zone of constant temperatures between 14.4 and 31.0 degree C can be represented by the equation y' = 1.615T-24.08 (y' sbd rate of development, %; T - temperature, degree C). For nymphs it has the form y' = 0.47T-8.14 in the zone between 23.8 and 28.3 degree C: for female maturation y' = 2.74T- 64.16 in the zone between 24.4 and 28.2 degree C. The theoretical threshold of development for eggs was 14.9 degree C, for nymphs 17.3 degree C, for female maturation 23.4 degree C, the total degree-day requirement of the whole generation was evaluated as 325. The population from forest-steppe zone has facultative imaginal diapause controlled by qualitative photoperiodic reaction (PhPR) of the long-day type. It was studied at two constant temperatures (24 and 28 degree C). The critical daylengths were 17 h 15 min at 24 degree C and 15 h 45 min at 28 degree C. The quantitative PhPR was demonstrated by weak increasing of the delay in total duration of nymphal development and female maturation at T=24 degree C (43.8 days at photophase 17 h and 48.8 days (+11%) at photophase 19 h). At 28 degree C this effect was not observed.","Musolin, D. L. and A. K. Saulich",1995,"Factorial regulation of the seasonal cycle in the stink bug Graphosoma lineatum L. (Heteroptera, Pentatomidae). 1. Temperature and photoperiodic responses",Entomologicheskoe Obozrenie ,74, 736-743,Hemiptera,Pentatomidae,Graphosoma,lineatum,9.5,Body,Averaged:8-11,https://www.britishbugs.org.uk/heteroptera/Pentatomidae/graphosoma_italicum.html,7,both,Y,Y,https://plantwiseplusknowledgebank.org/doi/10.1079/pwkb.species.25957#sec-4,0,Included
280,3,Gratiana boliviana,Lab,NA,13.73,11.25,12.92,13.67,79.05,210.08,77.82,341.3,,,,"Saint Lucie, Florida, USA",27.382149,-80.4090245,0.353129999999997,0.541951000000012,,Solanum viarum,N,Subshrub,Solanum,Solanaceae,Leaf,"The leaf beetle Gratiana boliviana Spaeth (Coleoptera: Chrysomelidae) was introduced from South America into the southeastern United States in 2003 as a classical biological control agent of tropical soda apple, Solanum viarum Dunal (Solanaceae). Temperature-dependent development and survival studies revealed that development was completed at temperatures >16°C and ≤34°C. The number of degree-days required to complete one generation was 341 and the estimated lower developmental threshold was 13.37°C. Using nonlinear regression, the upper lethal threshold was estimated to be 34–35°C. Cold tolerance studies revealed that the lethal time for 90% of adults (LT90) was 12.6 days at 5°C and 8.68 days at 0°C. Based on the developmental and cold tolerance data, a map predicting the areas of establishment and number of generations per year was generated, which suggests that the northern extent of the G. boliviana range in the USA will be near 32–33° north latitude. Fewer generations per year in more northern areas of the southeastern USA may decrease the effectiveness of this biological control agent.","Diaz, R., Overholt, W. A., Samayoa, A., et al.",2008,"Temperature-dependent development, cold tolerance, and potential distribution of Gratiana boliviana (Coleoptera: Chrysomelidae), a biological control agent of tropical soda apple, Solanum viarum (Solanaceae)",Biocontrol Science and Technology ,18.2,193-207,Coleoptera,Chrysomelidae,Gratiana,boliviana,0.635,Body,1/4inch,https://entnemdept.ufl.edu/creatures/BENEFICIAL/BEETLES/Gratiana_boliviana.htm,1,wood,N,Y,https://entnemdept.ufl.edu/creatures/BENEFICIAL/BEETLES/Gratiana_boliviana.htm,0,Included
281,1,Gynaikothrips ficorum,Lab,35,8.33,,,,,,,333.33,,"bt by observation: 12, by calculation: 8.33",,"Irvine, Orange County, California",33.68652175,-117.7733889,0.174260699999998,0.190726000000012,,Ficus microcarpa var. retusa,N,Shrub/Subshrub/Tree,Ficus,Moraceae,Leaf,"In field studies in California in 1987-89, Gynaikothrips ficorum reproduced within leaf galls formed as a result of its feeding on young leaves of Ficus microcarpa. Populations of thrips peaked within mature galls during summer and again during winter. New galls were formed from midsummer through to the autumn, but not during the remainder of the year even though susceptible leaves were present. Development times from egg to adult ranged from 48.99 days at 15 degrees C to 16 days at 30 degrees C. Lower and upper temperature thresholds were 12 and 35 degrees C, and it is suggested that spring temperatures did not limit thrips development. Infested young leaves were higher in soluble protein and total nitrogen but lower in latex content than infested mature leaves, which is taken to indicate that young foliage is more suitable for thrips than mature foliage. In addition, the mature leaf galls were colonized by the predators Chrysoperla carnea and Macrotracheliella nigra. Both predatory species consumed more adult thrips than immatures in preference tests; the number of individuals consumed within a 24-h feeding trial suggested that the predators may cause significant mortality within the mature galls. It is suggested that a slower rate of leaf expansion during the winter and spring combined with unsuitable environmental conditions for adult thrips outside the rolled leaves may limit the successful formation of leaf galls.","Paine, T. D.",1992,"Cuban laurel thrips (Thysanoptera: Phalaeothripidae) biology in southern California: seasonal abundance, temperature dependent development, leaf suitability, and predation ",Annals of the Entomological Society of America,85,164-172,Thysanoptera,Phlaeothripidae,Gynaikothrips,ficorum,3.1,Body,Averaged:2.6-3.6; This species is considered the same as Gynaikothrips uzeli,https://entnemdept.ufl.edu/creatures/ORN/THRIPS/Gynaikothrips.htm,2,wood,N,Y,"https://entnemdept.ufl.edu/creatures/ORN/THRIPS/Gynaikothrips.htm#:~:text=Chinese%20banyan%2C%20Ficus%20microcarpa%20L,Gynaikothrips%20uzeli%20(Arthurs%20et%20al.",0,Included
282,3,Halyomorpha halys,Lab,NA,12,14.26,,,53.3,,,537.63,,,,"Allentown, Pennsylvania, USA",40.592994,-75.483627,0.086037600000005,0.128754999999998,,Green bean and Spanish peanut,Forb/herb,N,NA,Fabaceae,Seed,"Egg and nymphal development were studied under constant temperatures for the newly introduced pest species, Halyomorpha halys (Stål) (Hemiptera: Pentatomidae). Development was assessed at seven constant temperatures (15–35°C). Development to adult was completed at temperatures between 17 and 33°C, with egg hatch also occurring at 15°C. The relationship between temperature and developmental rate was evaluated using three developmental models. Of the models evaluated, the Briere-1 model was the best fit for the empirical data of egg and total development and for providing accurate values for the temperature threshold. Application of the linear degree-day model estimated 537.63 DD are needed for total development (egg to imaginal ecdysis). An additional 147.65 DD are needed for the preoviposition period of the female. Reproductive parameters were evaluated at 25°C and indicate a median number of 28 eggs per egg mass. Oviposition occurred at 4.32-d intervals, and a female can continue to oviposit throughout its lifespan. H. halys is univoltine in New Jersey and Pennsylvania, but if it spreads to warmer climates in the United States, it could have multiple generations per year.","Nielsen, A. L., Hamilton, G. C., and Matadha, D.",2008,Development rate estimation and life table analysis for Halyomorpha halys (Hemiptera: Pentatomidae),Environmental Entomology,37.2,348-355,Hemiptera,Pentatomidae,Halyomorpha,halys,14.5,Body,Averaged:12-17,https://entnemdept.ufl.edu/creatures/veg/bean/brown_marmorated_stink_bug.htm,175,both,Y,Y,https://www.stopbmsb.org/where-is-bmsb/host-plants/,0,Included
283,2,Halyomorpha halys,Lab,NA,12.14,12.14,14,,71.42,500,,571.42,,,"Nonlinear version of these data were also provided in the paper. Nymph 1 threshold 15.29, dd 58.82; Nymph 2 threshold 14.4, dd 100; Nymph 3 threshold 14.17, dd 83.33; Nymph 4 threshold 12.8, dd 100; Nymph 5 threshold 11.14, dd 142.86","Jeju-si, Jeju-do, Korea",33.46112685,126.5972918,0.3752639,0.923113200000003,,"Peanut, black bean, carrot",Forb/herb,N,NA,NA,NA,"The brown marmorated stink bug, Halyomorpha halys (St�l), is a polyphagous pest affecting agricultural and forest ecosystems. Despite valuable results from the previous studies, the survival and developmental variation models of the immature development of H. halys and major component models describing reproduction of female adults have not been developed yet. This study was conducted to investigate the stage-specific development and survival of H. halys immatures by combining the results of previous studies and this study. An adult development rate model and three major oviposition component models of H. halys were also developed. Development rates were fitted with a nonlinear Bri�re model, which estimated optimal temperatures as 32.0 and 30.8 �C, lower development thresholds as 10.0 and 13.1 �C, and upper development thresholds as 33.6 and 33.5 �C for egg and nymph, respectively. In a linear model, the lower development thresholds were 12.5 and 12.8 �C for egg and nymph, respectively. Survivorship was the highest at 24.2 and 24.5 �C for egg and nymph, respectively. Mean fecundity ranged from 8.3 eggs at 18.8 �C to 64.3 eggs at 30.3 �C, and was fitted to the Lactin function. Adult survival and the cumulative oviposition rate of H. halys were fitted to a sigmoid function and a two-parameter Weibull function, respectively. Findings in this study provide basic information for the ecology of H. halys, which can be used to optimize environmental conditions for rearing, forecast its phenology and population dynamics in the fields, and predict future distribution of H. halys.","Baek, S., Hwang, A., Kim, H., et al.",2017,Temperature-dependent development and oviposition models of Halyomorpha halys (Hemiptera: Pentatomidae),Journal of Asia-Pacific Entomology,20.2,367-375,Hemiptera,Pentatomidae,Halyomorpha,halys,14.5,Body,Averaged:12-17,https://entnemdept.ufl.edu/creatures/veg/bean/brown_marmorated_stink_bug.htm,175,both,Y,Y,https://www.stopbmsb.org/where-is-bmsb/host-plants/,0,Included
284,1,Harrisina brillians,Field,28.2,9,,,,145,385,278,808,,,,"Fresno County, California",36.7463883,-119.6402638,1.6794254,2.55796939999999,,Grape,N,Shrub,Vitis,Vitaceae,NA,"A process-oriented model was developed to simulate the phenology of Harrisina brillians [H. metallica]. Processes defined in the model include spring adult emergence, adult longevity, oviposition, and immature life-stage development. Model versions including discrete or distributed delays of life-stage development were compared. Model output was compared with pheromone trap count data collected in 7 individual vineyards in California in 1988 and in 3 vineyards each year from 1989 to 1991. Model predictions and pheromone trap counts at 50% of cumulative catch were within 7 days of each other in 36 of 48 generational adult flight periods. Based on the level of variation in immature life-stage development that is characteristic of H. metallica, simulation output differed little between discrete delay versus distributed delay model versions. The results indicate that model implementation has considerable potential for predicting the seasonal occurrence of damaging immature life stages of this vineyard pest.","Roltsch, W. J., and M. A. Mayse",1993,Simulation phenology model for the western grapeleaf skeletonizer (Lepidoptera: Zygaenidae): development and adult population validation. ,Environmental Entomology,22,577-586,Lepidoptera,Zygaenidae,Harrisina,brillians,10,Body,Averaged:8-12; Wingspan:22-28,https://entnemdept.ufl.edu/creatures/fruit/grapeleaf_skeletonizer.htm,7,wood,N,Y,"https://ipm.ucanr.edu/PMG/GARDEN/FRUIT/PESTS/wesgrskeleton.html#:~:text=Western%20grapeleaf%20skeletonizer%E2%80%94Harrisina%20brillians,apricot%2C%20cherry%2C%20and%20rose.",0,Included
285,3,Helicoverpa armigera,Lab,NA,9.57,11.95,10.52,10.17,39.68,238.09,192.3,476.19,,,,Greece,38.2338876,24.39828175,7.0300026,10.5710565,E,Artificial food,AF,AF,AF,AF,NA,"Laboratory studies were conducted to assess the effect of temperature on the survival, development, fecundity, and longevity of Helicoverpa armigera (Hübner) at 11 constant temperatures ranging from 12.5 to 40°C, as well as at five alternating temperature regimes (25–10, 30–15, 32.5–17.5, 35–20, and 35–27.5°C) and under a photoperiod of 16:8 (L:D) h. H. armigera reared at constant temperatures did not develop from egg to adult (emergence) outside the temperature range of 17.5–32.5°C. The alternating conditions expanded this range from 10 to 35°C. The lowest developmental thresholds of the immature stages were estimated by a linear model and ranged from 10.17 (pupal stage) to 11.95°C (egg stage) at constant temperature regimes and from 1.1 to 5.5°C, respectively at alternating temperatures. The values of developmental thresholds estimated using the nonlinear (Lactin-2) model were lower than those estimated by the linear model for constant and alternating temperature regimes except for larval and pupal stages at constant temperatures. Mean adult longevity fluctuated from 34.4 d at 15°C to 7.6 d at 35°C. Females reared under all alternating temperature regimes laid more eggs than females reared at any, except the 25°C, constant temperature treatment. The intrinsic rate of increase was highest at 27.5°C, at both the constant and the corresponding alternating temperature regimes (0.147 and 0.139, respectively). Extreme temperatures had a negative effect on life table parameters.","Mironidis, G. K. and Savopoulou-Soultani, M.",2014,"Development, survivorship, and reproduction of Helicoverpa armigera (Lepidoptera: Noctuidae) under constant and alternating temperatures",Environmental Entomology,37.1,16-28,Lepidoptera,Noctuidae,Helicoverpa,armigera,3.75,Wingspan,Averaged:3.5-4,https://www.cabidigitallibrary.org/doi/10.1079/cabicompendium.26757,124,herb,Y,N,https://plantwiseplusknowledgebank.org/doi/10.1079/PWKB.Species.26757,0,Included
286,2,Helicoverpa armigera,Lab,NA,10,10,10.8,9.4,47.3,282.6,207.3,537.2,,,,"Suwon, Korea",37.28778775,127.0084202,0.126518099999998,0.1629018,,Artificial food,AF,AF,AF,AF,NA,"Temperature-dependent development of Helicoverpa armigera (H�ber) fed with an artificial diet was studied at different temperatures. The instar pathway (IPW) defined as the number of instars prior to pupation significantly affected larval development time, with higher IPW leading to longer larval development time. The IPW was determined at the fifth instar to proceed to 6�7 IPW, when the development time of fifth instar was largely shortened. Accordingly, the development time after the fourth instar was combined (i.e., the fifth�seventh instar) as a single stage to simplify the various IPW and applied to develop phenology models. In linear models, the lower threshold temperature (LT) and thermal constant (degree-days, DD) for each stage were estimated. DD based on the common LT of 10.7 �C were 43, 287, and 191 DD for eggs, larvae, and pupae, respectively. DD model (253.6 DD with LT 10.3 �C for larvae and 181.5 DD with 11.6 �C for pupae) showed good performance in predicting the 50% occurrences of pupae and adults. In nonlinear models, stage transition (ST) models were constructed using the development rate and distribution models to simulate the proportion of individuals shifted from one stage to the next stage. The ST model showed good performance, indicating an average discrepancy of 1.74 days at 25%, 50%, 75%, and 90% adult emergence. Our models developed here will be useful to predict the phenology of H. armigera in the field and to construct a deterministic population model in the future.","Jung, J. K., Kim, S. B., Seo, B. Y., et al.",2023,Temperature-dependent development of Helicoverpa armigera (Lepidoptera: Noctuidae) at constant temperatures: instar pathways and stage transition models with semifield validation,Journal of Economic Entomology,116.5,1689-1705,Lepidoptera,Noctuidae,Helicoverpa,armigera,3.75,Wingspan,Averaged:3.5-4,https://www.cabidigitallibrary.org/doi/10.1079/cabicompendium.26757,124,herb,Y,N,https://plantwiseplusknowledgebank.org/doi/10.1079/PWKB.Species.26757,0,Included
287,1,Helicoverpa armigera,Lab,36,13.8,14.17,12.63,14.81,30,225,147,402,430,"225.0 DD = Larvae (199.0 DD) + Prepupae (26.0 DD); Prepupa threshold: 14.81, Pupa threshold: 14.65",no access,"Giza, Egypt",29.9870753,31.2118063,0.32,0.32,,Cotton,N,Shrub/Subshrub/Tree,Gossypium,Malvaceae,NA,"The temperature response of the American bollworm, Heliothis armigera (Huber), was studied at constant temperature of 25C and 17.5C. The temperature threshold for development of eggs, larval, pre-pupapal, pupal and from egg to adult emergence stages were 14.17, 12.63, 14.81, 14.65 and 13.87C respectively, and the thermal requirements necessary for development of previously mentioned stages were 30.33, 199.14, 26.45, 146.93 and 403.49 day-degrees above the temperature threshold. The mean number of eggs/female, % hatchability, % pupation and % emergence were higher for the 25C than the 17.5C. However mean weight of pupae on lower degree is more than the higher temperature.","Younis, A.M., J.A. Ottea",1993,"Some biological aspects, thermal threshold and heat unit requirements for the immature stages of the American bollworm Heliothis armigera","Proceedings Beltwide Cotton Conf., Memphis, Tennessee: Vol. 2",2,895-897,Lepidoptera,Noctuidae,Helicoverpa,armigera,3.75,Wingspan,Averaged:3.5-4,https://www.cabidigitallibrary.org/doi/10.1079/cabicompendium.26757,124,herb,Y,N,https://plantwiseplusknowledgebank.org/doi/10.1079/PWKB.Species.26757,0,Included
288,1,Helicoverpa zea,NA,33.3,12.6,,,,40.5,202.3,179.5,422.3,484.9,,Data from quotation,"Texas, USA",31.16875645,-100.0768338,10.6633929,13.1380242,E,NA,NA,NA,NA,NA,NA,-,"Hartstack, A. W., et al",1976,MOTHZV-2: A computer simulation of Heliothis zea and virescens population dynamics,User manual. 1976. U.S.D.A. ARS-S-127,-,-,Lepidoptera,Noctuidae,Helicoverpa,zea,38.5,Wingspan,Averaged:32-45,https://entnemdept.ufl.edu/creatures/veg/corn_earworm.htm,124,both,Y,Y,https://www.cabidigitallibrary.org/doi/10.1079/cabicompendium.26776,0,Included
289,1,Heliothis subflexa,Lab,NA,10.1,10.1,13.1,13.6,,,,,,,More species and strains need calculation,"Stoneville, Mississippi",33.4240055,-90.9151014,0.040000000000006,0.039999999999992,,Physalis acutifolia (wrightii),Forb/herb,N,Physalis,Solanaceae,"Apical shoot, flower, and fruit","The development of different stages of 2 field strains and a laboratory strain of Heliothis virescens (F.) was determined at different temperatures. Results were compared with those from previous studies of a laboratory strain. The rate of development of the larval and pupal stages of males and females was similar for the 2 field strains and 2 laboratory strains. All 4 strains had similar larval and pupal developmental rates. Adult life-spans of the 2 laboratory strains were similar. The duration of the developmental stages of H. subflexa (Gn.) was also determined at different constant temperatures. The egg stage ranged in length from 10.6 to 3.1 days at 16.7 and 30.3 deg C, respectively. Larval development ranged from 58.61 to 12.82 days at 15-30.3 deg C. Pupal development ranged from 24.16 to 9.36 days at 20.6-32.2 deg C. Adults lived for 42.33 days at 16.7 deg C and for 6.72 days at 35 deg C. Development of the combined egg and larval stages of H. subflexa was about 4.4. days longer than that for H. virescens at 20 deg C and 2.3 days longer at 30 deg C, or 14 and 6% longer, respectively. Pupal development and adult life-span were similar. H. virescens mated more often than H. subflexa at the lower temperatures.","Butler, G. D., Jr., A. G. Hamilton and F. I. Proshold",1979,Developmental times of Heliothis virescens and H. subflexa in relation to constant temperature,Annals of the Entomological Society of America,72,263-266,Lepidoptera,Noctuidae,Heliothis,subflexa,2.9,Wingspan,Averaged:2.7-3.1,https://www.butterfliesandmoths.org/species/Heliothis-subflexa,1,herb,Y,N,CABI,0,Included
290,1,Heliothis virescens,Lab,33,13.3,10.3,10.7,12.2,41.2,190,182.1,413.3,,,,"Tucson, Arizona",32.15565835,-110.8832179,0.330502900000003,0.350023800000002,,Artificial food,AF,AF,AF,AF,NA,"The development of Heliothis virescens (F.) was determined at different temperatures. Larval development was similar on 3 diets. Times of the developmental stages were similar to those observed by other workers. Regression equations provide a good estimate of the duration of the egg, larval and pupal stages at temperatures ranging from 11.1 to 34 deg C.","Butler, G. D., Jr. and A. G. Hamilton",1976,Development time of Heliothis virescens in relation to constant temperature,Environmental Entomology,5,759-760,Lepidoptera,Noctuidae,Heliothis,virescens,31.5,Wingspan,Averaged:28-35,https://entnemdept.ufl.edu/creatures/field/tobacco_budworm.htm,35,herb,Y,N,https://plantwiseplusknowledgebank.org/doi/10.1079/PWKB.Species.26774,0,Included
291,1,Hemiberlesia cyanophylli,Lab,NA,12.47,,,,,,,541.7,,Genus changed.,,"Richmond, UK",51.4613531,-0.3032767,0.080000000000005,0.08,,Potato,Forb/herb,Subshrub,Solanum,Solanaceae,Leaf,"To determine the optimum culture conditions for rearing A. cyanophylli [Hemiberlesia cyanophylli], developmental and survival rates of this locally important diaspidid pest (cultured on Solanum tuberosum cv. Romano tubers) were examined under light and dark conditions; humidities of 33, 53, 62 and 75% RH; varying population densities; constant temperatures in the range of 20 to 30 deg C and at cycling temperatures of 12 h at 14 deg C and 12 h at 30 deg C. Developmental rate was slightly lower under constant light conditions but mortality was higher in the dark, particularly amongst the males. At 26 deg C, there were no differences in developmental rate in relation to the various humidity levels. However, survival was significantly lower at 33% RH, with females suffering higher mortality than males. Population density had no effect on developmental rate or size of the females. Overall mortality increased at high population density although the result was poorly correlate d. Within the range 20-28 deg C, developmental rate increased with rising temperature but decreased at 30 deg C. Thermal summation and polynomial regression data showed a theoretical lower thermal threshold for development of 12.47 deg C, while the thermal constant was 541.7 degree-days. Survival was lowest at 20 deg C and 30 deg C and highest at temperatures in the median range and under cycling conditions. Male survival was significantly higher than that of the females at 30 deg C and under the cycling regime of 14/30 deg C. The results suggest that the optimum conditions for rearing <i>A. cyanophylli</i> on potatoes would be at temperatures in the range 24-26 deg C and humidities of 55-65% RH.","Ponsonby, D. J. and M. J. W. Copland",2000,Environmental effects on the development and survival of the scale insect Abgrallaspis cyanophylli (Signoret) (Homoptera: Diaspididae) with reference to its suitability for use as a host for rearing biological control agents.,Biocontrol Science and Technology ,10, 583-594,Hemiptera,Diaspididae,Hemiberlesia,cyanophylli,1.22,Body,Averaged: 0.89-1.54; Female,"Henderson, Rosa C. ""Diaspididae (Insecta: Hemiptera: Coccoidea)."" Fauna of New Zealand 66 (2011). 45 pp.",199,both,Y,Y,https://scalenet.info/catalogue/Hemiberlesia%20cyanophylli/,0,Included
292,1,Hemiberlesia rapax,Lab,NA,10.3,,,,,,,882,,,Potato/Kiwi(not directly verified but compared with literature),"Whangarei, New Zealand",-35.7275268,174.3194202,0.32,0.319999999999993,,Potato,Forb/herb,Subshrub,Solanum,Solanaceae,Tuber,"Developmental times and mortality were determined for four stages of greedy scale, Hemiberlesia rapax, a key pest of kiwifruit, Actinidia deliciosa var. deliciosa, in New Zealand. Scale were reared on potato tubers at seven constant temperatures and developmental stage and mortality were assessed at regular intervals. This required the removal of the scale cover to enable stage and mortality to be accurately determined. High numbers of scale ( > 1400) were required at each temperature to sustain a frequent destructive sampling regime. Scale survival to the reproductive stage ranged from 0% at < 12.3�?C to 45% at 24.6�?C. The time for 50% of the live scale population to reach each developmental stage was determined using a Bayesian smoothing programme. A linear model of scale development was developed for each stage based on a single, temperature-independent distribution of normalized developmental time. A linear regression of development rate against temperature was used to estimate developmental thresholds that were 9.6, 9.7, 10.3 and 10.6�?C and it took 257, 552, 882, and 992 degree-days [heat sums] (DD) to reach the second, third instar, mature, and first reproductive stages, respectively. ","Blank, B. H., G. S. C. Gill, et al.",2000,Development and mortality of greedy scale (Homoptera: Diaspididae) at constant temperatures,Environmental Entomology,29, 934-942,Hemiptera,Diaspididae,Hemiberlesia,rapax,2.75,Body,Averaged: 2.5-3.0; Female,"Gill, R.J. 1997 . The Scale Insects of California: Part 3. The Armored Scales (Homoptera: Diaspididae). California Department of Food & Agriculture Sacramento, CA. 165 pp.",33,wood,N,Y,,0,Included
